"","X","ncbi_name","phylotree_tip_label","img_id","ncbi_acc","kegg_abb","trnadb_name","families","ecosystem","habitat"
"710",710,"Bacillus pseudofirmus OF4","t646311908",646311908,"GCA_000005825.2","bmq",NA,"Firmicutes","Environmental","Soil, Terrestrial"
"713",713,"Paenibacillus sp. Y412MC10","t646311929",646311929,"GCA_000024685.1","gym","Paenibacillus sp. Y412MC10","Firmicutes","Environmental","Aquatic, Hot spring"
"717",717,"Paenibacillus polymyxa SC2","t649633079",649633079,"GCA_000164985.2","ppm","Paenibacillus polymyxa SC2","Firmicutes","Environmental","Rhizosphere, Soil"
"718",718,"Paenibacillus terrae HPL-003","t2511231079",2511231079,"GCA_000235585.1","pta","Paenibacillus terrae HPL-003","Firmicutes","Environmental","Soil"
"721",721,"Paenibacillus sp. JDR-2","t644736396",644736396,"GCA_000023585.1","pjd","Paenibacillus sp. JDR-2","Firmicutes","Host-associated","Host, Soil, Wood"
"722",722,"Thermobacillus composti KWC4","t2508501069",2508501069,"GCA_000227705.3","tco","Thermobacillus composti KWC4","Firmicutes","Engineered",""
"726",726,"Paenibacillus mucilaginosus KNP414","t650716070",650716070,"GCA_000218915.1","pms","Paenibacillus mucilaginosus KNP414","Firmicutes","",""
"727",727,"Paenibacillus mucilaginosus 3016","t2512564039",2512564039,"GCA_000250655.1","pmq","Paenibacillus mucilaginosus 3016","Firmicutes","Host-associated","Rhizosphere, Soil"
"728",728,"Brevibacillus brevis NBRC 100599","t643692011",643692011,"GCA_000010165.1","bbe","Brevibacillus brevis NBRC 100599 NBRC 100599 47","Firmicutes","Environmental","Soil"
"730",730,"Kyrpidia tusciae DSM 2912","t646564511",646564511,"GCA_000092905.1","bts","Kyrpidia tusciae DSM 2912","Firmicutes","Environmental","Aquatic"
"731",731,"Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446","t644736325",644736325,"GCA_000024285.1","aac","Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446","Firmicutes","Environmental","Aquatic, Hot spring"
"733",733,"Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1","t2511231141",2511231141,"GCA_000219875.1","aad","Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1","Firmicutes","Environmental","Aquatic, Hot spring"
"736",736,"Bacillus sp. 1NLA3E","t2506520047",2506520047,"GCA_000242895.3","bif","Bacillus sp. 1NLA3E","Firmicutes","Engineered","Soil"
"739",739,"Anoxybacillus flavithermus WK1","t643348508",643348508,"GCA_000019045.1","agn","Anoxybacillus flavithermus WK1","Firmicutes","Engineered","Aquatic, Fresh water, Hot spring"
"741",741,"Geobacillus thermoglucosidasius C56-YS93","t650716039",650716039,"GCA_000178395.2","gte","Geobacillus thermoglucosidasius C56-YS93","Firmicutes","Environmental","Hot spring"
"742",742,"Geobacillus sp. WCH70","t644736370",644736370,"GCA_000023385.1","gyc","Geobacillus sp. WCH70","Firmicutes","",""
"743",743,"Geobacillus sp. C56-T3","t646564535",646564535,"GCA_000092445.1","gmc","Geobacillus sp. C56-T3","Firmicutes","Environmental","Hot spring"
"747",747,"Geobacillus thermoleovorans CCB_US3_UF5","t2511231121",2511231121,"GCA_000236605.1","gwc","Geobacillus thermoleovorans CCB US3 UF5","Firmicutes","Environmental","Aquatic, Hot spring"
"749",749,"Geobacillus thermodenitrificans NG80-2","t640069312",640069312,"GCA_000015745.1","gth","Geobacillus thermodenitrificans NG80-2","Firmicutes","Environmental","Fresh water, Oil fields"
"752",752,"Bacillus amyloliquefaciens XH7","t2511231180",2511231180,"GCA_000221645.1","bqy","Bacillus amyloliquefaciens XH7","Firmicutes","Environmental","Soil"
"753",753,"Bacillus velezensis CAU B946","t2511231119",2511231119,"GCA_000283695.1","bya","Bacillus amyloliquefaciens subsp. plantarum CAU B946","Firmicutes","",""
"755",755,"Bacillus amyloliquefaciens DSM 7","t649633008",649633008,"GCA_000196735.1","baz","Bacillus amyloliquefaciens DSM 7","Firmicutes","Environmental","Soil"
"756",756,"Bacillus atrophaeus 1942","t649633009",649633009,"GCA_000165925.1","batr","Bacillus atrophaeus 1942","Firmicutes","","Soil"
"762",762,"Bacillus subtilis BSn5","t649633011",649633011,"GCA_000186745.1","bsq","Bacillus subtilis BSn5","Firmicutes","Host-associated","Host, Plants, Soil"
"764",764,"Bacillus subtilis subsp. subtilis str. RO-NN-1","t2511231173",2511231173,"GCA_000227485.1","bsl","Bacillus subtilis subsp. subtilis str. RO-NN-1","Firmicutes","","Soil"
"765",765,"Bacillus subtilis subsp. spizizenii TU-B-10","t2511231064",2511231064,"GCA_000227465.1","bso","Bacillus subtilis subsp. spizizenii TU-B-10","Firmicutes","Environmental","Soil"
"769",769,"Bacillus pumilus SAFR-032","t640753007",640753007,"GCA_000017885.4","bpum","Bacillus pumilus SAFR-032","Firmicutes","Engineered","Soil, Terrestrial"
"771",771,"Bacillus licheniformis DSM 13 = ATCC 14580","t639279304",639279304,"GCA_000008425.1","blh","Bacillus licheniformis DSM 13 ATCC 14580","Firmicutes","Host-associated","Host, Soil"
"774",774,"Bacillus cytotoxicus NVH 391-98","t640753006",640753006,"GCA_000017425.1","btk","Bacillus cytotoxicus NVH 391-98","Firmicutes","Host-associated","Soil, Terrestrial"
"780",780,"Bacillus cereus G9842","t643348513",643348513,"GCA_000021305.1","bcq","Bacillus cereus G9842","Firmicutes","Host-associated","Host, Soil"
"787",787,"Bacillus thuringiensis serovar chinensis CT-43","t651053003",651053003,"GCA_000193355.1","btf","Bacillus thuringiensis serovar chinensis CT-43","Firmicutes","","Host"
"804",804,"Bacillus cereus ATCC 10987","t637000016",637000016,"GCA_000008005.1","bcz","Bacillus cereus ATCC 10987","Firmicutes","Engineered","Dairy isolates, Host, Soil"
"815",815,"Bacillus anthracis str. Ames","t637000014",637000014,"GCA_000007845.1","bar","Bacillus anthracis str. Ames","Firmicutes","","Soil"
"828",828,"[Bacillus thuringiensis] serovar konkukian str. 97-27","t637000023",637000023,"GCA_000008505.1","btl","Bacillus thuringiensis serovar konkukian str. 97-27","Firmicutes","Host-associated","Host, Soil"
"841",841,"Bacillus cereus NC7401","t2511231081",2511231081,"GCA_000283675.1","bcf","Bacillus cereus NC7401","Firmicutes","",""
"853",853,"Bacillus weihenstephanensis KBAB4","t641228477",641228477,"GCA_000018825.1","bww","Bacillus weihenstephanensis KBAB4","Firmicutes","","Soil"
"856",856,"Bacillus megaterium WSH-002","t2511231161",2511231161,"GCA_000225265.1","bmeg","Bacillus megaterium WSH-002","Firmicutes","","Soil"
"858",858,"Bacillus megaterium DSM 319","t646564507",646564507,"GCA_000025805.1","bmh","Bacillus megaterium DSM 319","Firmicutes","","Soil"
"859",859,"Bacillus coagulans 2-6","t650716010",650716010,"GCA_000217835.1","bag","Bacillus coagulans 2-6","Firmicutes","","Soil"
"863",863,"Macrococcus caseolyticus JCSC5402","t643348562",643348562,"GCA_000010585.1","mcl","Macrococcus caseolyticus JCSC5402","Firmicutes","Engineered","Host"
"864",864,"Staphylococcus pseudintermedius ED99","t650377974",650377974,"GCA_000189495.1","sdt","Staphylococcus pseudintermedius ED99","Firmicutes","Host-associated","Host"
"866",866,"Staphylococcus carnosus subsp. carnosus TM300","t643692037",643692037,"GCA_000009405.1","sca","Staphylococcus carnosus subsp. carnosus TM300","Firmicutes","",""
"867",867,"Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305","t637000284",637000284,"GCA_000010125.1","ssp","Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305","Firmicutes","Host-associated","Host, Human skin"
"868",868,"Staphylococcus haemolyticus JCSC1435","t642555160",642555160,"GCA_000009865.1","sha","Staphylococcus haemolyticus JCSC1435","Firmicutes","Host-associated","Host, Human skin"
"872",872,"Staphylococcus lugdunensis HKU09-01","t646564572",646564572,"GCA_000025085.1","slg","Staphylococcus lugdunensis HKU09-01","Firmicutes","Host-associated","Host, Human vaginal microflora"
"881",881,"Staphylococcus epidermidis RP62A","t637000282",637000282,"GCA_000011925.1","ser","Staphylococcus epidermidis RP62A","Firmicutes","Host-associated","Host"
"915",915,"Staphylococcus aureus subsp. aureus str. Newman","t640753054",640753054,"GCA_000010465.1","sae","Staphylococcus aureus subsp. aureus str. Newman","Firmicutes","Host-associated","Host"
"922",922,"Staphylococcus aureus subsp. aureus VC40","t2511231175",2511231175,"GCA_000245495.1","suv","Staphylococcus aureus subsp. aureus VC40","Firmicutes","Engineered",""
"961",961,"Erysipelothrix rhusiopathiae","t650716036",650716036,"GCA_001602155.1",NA,NA,"Firmicutes","Host-associated","Host"
"970",970,"Acholeplasma laidlawii PG-8A","t641522601",641522601,"GCA_000018785.1","acl","Acholeplasma laidlawii PG-8A","Tenericutes","Engineered","Host, Soil, Wastewater"
"971",971,"Candidatus Phytoplasma mali","t642555118",642555118,"GCA_000026205.1","pml","Candidatus Phytoplasma mali AT","Tenericutes","Host-associated","Host"
"972",972,"Candidatus Phytoplasma australiense","t642555117",642555117,"GCA_000069925.1","pal","Candidatus Phytoplasma australiense","Tenericutes","Host-associated","Host"
"973",973,"Onion yellows phytoplasma OY-M","t637000202",637000202,"GCA_000009845.1","poy","Onion yellows phytoplasma OY-M onion yellows","Tenericutes","Host-associated","Host"
"974",974,"Aster yellows witches'-broom phytoplasma AYWB","t637000011",637000011,"GCA_000012225.1","ayw","Aster yellows witches-broom phytoplasma AYWB","Tenericutes","Host-associated","Host"
"975",975,"Mesoplasma florum L1","t637000158",637000158,"GCA_000008305.1","mfl","Mesoplasma florum L1 ATCC 33453","Tenericutes","Host-associated","Host"
"979",979,"Mycoplasma mycoides subsp. mycoides SC str. Gladysdale","t648231714",648231714,"GCA_000143865.1","mmym","Mycoplasma mycoides subsp. mycoides SC str. Gladysdale","Tenericutes","Engineered","Host"
"983",983,"Mycoplasma leachii PG50","t649633074",649633074,"GCA_000183365.1","mlc","Mycoplasma leachii PG50","Tenericutes","Host-associated","Host"
"984",984,"Mycoplasma putrefaciens KS1","t2511231058",2511231058,"GCA_000224105.1","mpf","Mycoplasma putrefaciens KS1","Tenericutes","Host-associated","Host"
"985",985,"Mycoplasma haemofelis str. Langford 1","t649633073",649633073,"GCA_000200735.1","mha","Mycoplasma haemofelis str. Langford 1","Tenericutes","Host-associated","Host"
"987",987,"Mycoplasma haemocanis str. Illinois","t2511231066",2511231066,"GCA_000238995.1","mhe","Mycoplasma haemocanis str. Illinois","Tenericutes","Host-associated","Host"
"988",988,"Mycoplasma suis str. Illinois","t650716064",650716064,"GCA_000179035.2","mss","Mycoplasma suis str. Illinois","Tenericutes","Host-associated","Host"
"989",989,"Mycoplasma suis KI3806","t2511231073",2511231073,"GCA_000203215.1","msk","Mycoplasma suis KI3806","Tenericutes","Host-associated","Host, Human vaginal microflora"
"990",990,"Mycoplasma gallisepticum str. F","t646862333",646862333,"GCA_000025385.1","mgf","Mycoplasma gallisepticum str. F","Tenericutes","Host-associated","Host"
"993",993,"Mycoplasma pneumoniae 309","t2511231209",2511231209,"GCA_000283755.1","mpm","Mycoplasma pneumoniae 309","Tenericutes","Host-associated","Host"
"994",994,"Mycoplasma pneumoniae FH","t648231715",648231715,"GCA_000143945.1","mpj","Mycoplasma pneumoniae FH","Tenericutes","Host-associated","Host"
"996",996,"Mycoplasma genitalium G37","t638341133",638341133,"GCA_000027325.1","mge","Mycoplasma genitalium G37 G-37","Tenericutes","Host-associated","Host, Urogenital tract"
"1000",1000,"Ureaplasma urealyticum serovar 10 str. ATCC 33699","t643348586",643348586,"GCA_000021265.1","uue","Ureaplasma urealyticum serovar 10 str. ATCC 33699","Tenericutes","Host-associated","Host, Urogenital tract"
"1002",1002,"Ureaplasma parvum serovar 3 str. ATCC 700970","t637000332",637000332,"GCA_000006625.1","uur","Ureaplasma parvum serovar 3 str. ATCC 700970","Tenericutes","Host-associated","Host, Urogenital tract"
"1004",1004,"Mycoplasma penetrans HF-2","t637000182",637000182,"GCA_000011225.1","mpe","Mycoplasma penetrans HF-2","Tenericutes","Host-associated","Host"
"1005",1005,"Mycoplasma arthritidis 158L3-1","t642555141",642555141,"GCA_000020065.1","mat","Mycoplasma arthritidis 158L3-1","Tenericutes","Host-associated","Host"
"1006",1006,"Mycoplasma hominis ATCC 23114","t646311946",646311946,"GCA_000085865.1","mho","Mycoplasma hominis ATCC 23114","Tenericutes","Host-associated","Host"
"1007",1007,"Mycoplasma mobile 163K","t637000180",637000180,"GCA_000008365.1","mmo","Mycoplasma mobile 163K","Tenericutes","Host-associated","Host"
"1012",1012,"Mycoplasma fermentans JER","t648028044",648028044,"GCA_000148625.1","mfr","Mycoplasma fermentans JER","Tenericutes","Host-associated","Host"
"1013",1013,"Mycoplasma agalactiae PG2","t646564553",646564553,"GCA_000063605.1","maa","Mycoplasma agalactiae PG2","Tenericutes","Host-associated","Host"
"1015",1015,"Mycoplasma bovis Hubei-1","t650716062",650716062,"GCA_000219375.1","mbh","Mycoplasma bovis Hubei-1","Tenericutes","Host-associated","Host"
"1016",1016,"Mycoplasma synoviae 53","t637000185",637000185,"GCA_000008245.1","msy","Mycoplasma synoviae 53","Tenericutes","Host-associated","Host"
"1017",1017,"Mycoplasma crocodyli MP145","t646564554",646564554,"GCA_000025845.1","mcd","Mycoplasma crocodyli MP145","Tenericutes","Host-associated","Host"
"1020",1020,"Mycoplasma hyorhinis HUB-1","t648028045",648028045,"GCA_000145705.1","mhr","Mycoplasma hyorhinis HUB-1","Tenericutes","Host-associated","Host"
"1021",1021,"Mycoplasma hyorhinis MCLD","t2512047042",2512047042,"GCA_000211295.1","mhm","Mycoplasma hyorhinis MCLD","Tenericutes","Host-associated","Host"
"1025",1025,"Mycoplasma hyopneumoniae J","t637000179",637000179,"GCA_000008205.1","mhj","Mycoplasma hyopneumoniae J","Tenericutes","","Host"
"1033",1033,"Ruminococcus albus 7 = DSM 20455","t649633094",649633094,"GCA_000179635.2","ral","Ruminococcus albus 7 DSM 20455","Firmicutes","Host-associated","Bovine, Bovine rumen, Host"
"1039",1039,"Ethanoligenens harbinense YUAN-3","t649633043",649633043,"GCA_000178115.2","eha","Ethanoligenens harbinense YUAN-3","Firmicutes","Engineered","Sludge, Wastewater"
"1040",1040,"Clostridium lentocellum DSM 5427","t650716026",650716026,"GCA_000178835.2","cle",NA,"Firmicutes","Environmental","Aquatic, Sediment"
"1052",1052,"[Eubacterium] eligens ATCC 27750","t644736366",644736366,"GCA_000146185.1","eel","Eubacterium eligens ATCC 27750","Firmicutes","Host-associated","Feces, Gastrointestinal tract, Host, Intestinal tract, Soil"
"1053",1053,"Butyrivibrio proteoclasticus B316","t648028012",648028012,"GCA_000145035.1","bpb","Butyrivibrio proteoclasticus B316","Firmicutes","Host-associated","Bovine rumen, Host, Rumen"
"1056",1056,"Clostridium sp. SY8519","t650716027",650716027,"GCA_000270305.1","cls","Clostridium sp. SY8519","Firmicutes","Host-associated","Host"
"1059",1059,"Roseburia hominis A2-183","t2511231128",2511231128,"GCA_000225345.1","rho","Roseburia hominis A2-183","Firmicutes","Host-associated","Host, Human intestinal microflora"
"1061",1061,"[Eubacterium rectale] ATCC 33656","t644736367",644736367,"GCA_000020605.1","ere","Eubacterium rectale ATCC 33656","Firmicutes","Host-associated","Feces, Gastrointestinal tract, Host, Intestinal tract"
"1090",1090,"[Clostridium] saccharolyticum WM1","t648028018",648028018,"GCA_000144625.1","csh","Clostridium saccharolyticum WM1","Firmicutes","Engineered","Human intestinal microflora, Sludge, Wastewater"
"1098",1098,"Lachnoclostridium phytofermentans ISDg","t641228486",641228486,"GCA_000018685.1","cpy","Lachnoclostridium phytofermentans ISDg","Firmicutes","Environmental","Soil, Terrestrial"
"1101",1101,"Acetobacterium woodii DSM 1030","t2512047040",2512047040,"GCA_000247605.1","awo","Acetobacterium woodii DSM 1030","Firmicutes","Environmental","Aquatic, Mud, Ponds, Sediment"
"1102",1102,"Eubacterium limosum KIST612","t649633044",649633044,"GCA_000152245.2","elm","Eubacterium limosum KIST612","Firmicutes","Engineered",""
"1103",1103,"Mageeibacillus indolicus UPII9-5","t646564521",646564521,"GCA_000025225.2","clo","Mageeibacillus indolicus UPII9-5","Firmicutes","Host-associated","Host"
"1104",1104,"Clostridium sp. BNL1100","t2509276051",2509276051,"GCA_000244875.1","clb","Clostridium sp. BNL1100","Firmicutes","",""
"1105",1105,"[Clostridium] cellulolyticum H10","t643348528",643348528,"GCA_000022065.1","cce","Clostridium cellulolyticum H10 ATCC 35319","Firmicutes","Engineered","Soil"
"1108",1108,"Ruminiclostridium thermocellum DSM 1313","t650377924",650377924,"GCA_000184925.1","ctx","Ruminiclostridium thermocellum DSM 1313","Firmicutes","",""
"1111",1111,"[Clostridium] clariflavum DSM 19732","t2507262051",2507262051,"GCA_000237085.1","ccl","Clostridium clariflavum DSM 19732","Firmicutes","Engineered","Sludge, Wastewater"
"1113",1113,"Caldicellulosiruptor saccharolyticus DSM 8903","t640427106",640427106,"GCA_000016545.1","csc","Caldicellulosiruptor saccharolyticus DSM 8903","Firmicutes","Environmental","Aquatic, Hot spring"
"1114",1114,"Caldicellulosiruptor hydrothermalis 108","t649633022",649633022,"GCA_000166355.1","chd","Caldicellulosiruptor hydrothermalis 108","Firmicutes","Environmental","Aquatic, Hot spring"
"1115",1115,"Caldicellulosiruptor kronotskyensis 2002","t649633024",649633024,"GCA_000166775.1","ckn","Caldicellulosiruptor kronotskyensis 2002","Firmicutes","Environmental","Hot spring"
"1117",1117,"Caldicellulosiruptor kristjanssonii I77R1B","t649633023",649633023,"GCA_000166695.1","cki","Caldicellulosiruptor kristjanssonii I77R1B","Firmicutes","Environmental","Aquatic, Hot spring"
"1118",1118,"Caldicellulosiruptor owensensis OL","t649633025",649633025,"GCA_000166335.1","cow","Caldicellulosiruptor owensensis OL","Firmicutes","Environmental","Aquatic, Fresh water, Hot spring, Lentic sediment, Sediment"
